sample_no	letter	author	authenticity	particle	part_of_speech	position_from_start	position_from_end	left_neighbor	left_neighbor_pos	right_neighbor	right_neighbor_pos	pip	pip_position	fip	fip_position	sentence
76	66	Paul	P1	οὖν	conjunction	2	16	ἐὰν	conjunction	ἡ	article	null	0	φυλάσσῃ,	9	ἐὰν οὖν ἡ ἀκροβυστία τὰ δικαιώματα τοῦ νόμου φυλάσσῃ, ⸀οὐχ ἡ ἀκροβυστία αὐτοῦ εἰς περιτομὴν λογισθήσεται;
77	66	Paul	P1	καὶ	conjunction	1	18	ἐὰν	conjunction	κρινεῖ	verb	null	0	null	0	καὶ κρινεῖ ἡ ἐκ φύσεως ἀκροβυστία τὸν νόμον τελοῦσα σὲ τὸν διὰ γράμματος καὶ περιτομῆς παραβάτην νόμου.
78	66	Paul	P1	καὶ	conjunction	14	5	γράμματος	noun	περιτομῆς	noun	null	0	null	0	καὶ κρινεῖ ἡ ἐκ φύσεως ἀκροβυστία τὸν νόμον τελοῦσα σὲ τὸν διὰ γράμματος καὶ περιτομῆς παραβάτην νόμου.
79	66	Paul	P1	γὰρ	conjunction	2	39	οὐ	adverb	ὁ	article	null	0	ἐστιν,	8	οὐ γὰρ ὁ ἐν τῷ φανερῷ Ἰουδαῖός ἐστιν, οὐδὲ ἡ ἐν τῷ φανερῷ ἐν σαρκὶ περιτομή· ἀλλ’ ὁ ἐν τῷ κρυπτῷ Ἰουδαῖος, καὶ περιτομὴ καρδίας ἐν πνεύματι οὐ γράμματι, οὗ ὁ ἔπαινος οὐκ ἐξ ἀνθρώπων ἀλλ’ ἐκ τοῦ θεοῦ.
80	66	Paul	P1	ἀλλ’	conjunction	17	24	περιτομή·	noun	ὁ	article	περιτομή·	16	Ἰουδαῖος,	22	οὐ γὰρ ὁ ἐν τῷ φανερῷ Ἰουδαῖός ἐστιν, οὐδὲ ἡ ἐν τῷ φανερῷ ἐν σαρκὶ περιτομή· ἀλλ’ ὁ ἐν τῷ κρυπτῷ Ἰουδαῖος, καὶ περιτομὴ καρδίας ἐν πνεύματι οὐ γράμματι, οὗ ὁ ἔπαινος οὐκ ἐξ ἀνθρώπων ἀλλ’ ἐκ τοῦ θεοῦ.
81	66	Paul	P1	καὶ	conjunction	23	18	Ἰουδαῖος,	adjective	περιτομὴ	noun	Ἰουδαῖος,	22	γράμματι,	29	οὐ γὰρ ὁ ἐν τῷ φανερῷ Ἰουδαῖός ἐστιν, οὐδὲ ἡ ἐν τῷ φανερῷ ἐν σαρκὶ περιτομή· ἀλλ’ ὁ ἐν τῷ κρυπτῷ Ἰουδαῖος, καὶ περιτομὴ καρδίας ἐν πνεύματι οὐ γράμματι, οὗ ὁ ἔπαινος οὐκ ἐξ ἀνθρώπων ἀλλ’ ἐκ τοῦ θεοῦ.
82	66	Paul	P1	ἀλλ’	conjunction	36	5	ἀνθρώπων	noun	ἐκ	preposition	γράμματι,	29	null	0	οὐ γὰρ ὁ ἐν τῷ φανερῷ Ἰουδαῖός ἐστιν, οὐδὲ ἡ ἐν τῷ φανερῷ ἐν σαρκὶ περιτομή· ἀλλ’ ὁ ἐν τῷ κρυπτῷ Ἰουδαῖος, καὶ περιτομὴ καρδίας ἐν πνεύματι οὐ γράμματι, οὗ ὁ ἔπαινος οὐκ ἐξ ἀνθρώπων ἀλλ’ ἐκ τοῦ θεοῦ.
83	66	Paul	P1	οὖν	conjunction	2	12	Τί	interrogative	τὸ	article	null	0	Ἰουδαίου,	6	Τί οὖν τὸ περισσὸν τοῦ Ἰουδαίου, ἢ τίς ἡ ὠφέλεια τῆς περιτομῆς;
84	66	Paul	P1	⸀γὰρ	conjunction	3	8	μὲν	exclamation	ὅτι	conjunction	null	0	null	0	πρῶτον μὲν ⸀γὰρ ὅτι ἐπιστεύθησαν τὰ λόγια τοῦ θεοῦ.
85	66	Paul	P1	γάρ;	conjunction	2	2	τί	interrogative	ὅτι	conjunction	null	0	null	0	τί γάρ;
86	66	Paul	P1	δὲ	conjunction	4	24	γινέσθω	verb	ὁ	article	γένοιτο·	2	ἀληθής,	7	μὴ γένοιτο· γινέσθω δὲ ὁ θεὸς ἀληθής, πᾶς δὲ ἄνθρωπος ψεύστης, ⸀καθὼς γέγραπται· Ὅπως ἂν δικαιωθῇς ἐν τοῖς λόγοις σου καὶ ⸀νικήσεις ἐν τῷ κρίνεσθαί σε.
87	66	Paul	P1	δὲ	conjunction	9	19	πᾶς	adjective	ἄνθρωπος	noun	ἀληθής,	7	ψεύστης,	11	μὴ γένοιτο· γινέσθω δὲ ὁ θεὸς ἀληθής, πᾶς δὲ ἄνθρωπος ψεύστης, ⸀καθὼς γέγραπται· Ὅπως ἂν δικαιωθῇς ἐν τοῖς λόγοις σου καὶ ⸀νικήσεις ἐν τῷ κρίνεσθαί σε.
88	66	Paul	P1	καὶ	conjunction	21	7	σου	personal pronoun	⸀νικήσεις	verb	γέγραπται·	13	null	0	μὴ γένοιτο· γινέσθω δὲ ὁ θεὸς ἀληθής, πᾶς δὲ ἄνθρωπος ψεύστης, ⸀καθὼς γέγραπται· Ὅπως ἂν δικαιωθῇς ἐν τοῖς λόγοις σου καὶ ⸀νικήσεις ἐν τῷ κρίνεσθαί σε.
89	66	Paul	P1	δὲ	conjunction	2	10	εἰ	conjunction	ἡ	article	null	0	συνίστησιν,	8	εἰ δὲ ἡ ἀδικία ἡμῶν θεοῦ δικαιοσύνην συνίστησιν, τί ἐροῦμεν;
90	66	Paul	P1	⸀δὲ	conjunction	2	39	εἰ	conjunction	ἡ	article	null	0	αὐτοῦ,	15	εἰ ⸀δὲ ἡ ἀλήθεια τοῦ θεοῦ ἐν τῷ ἐμῷ ψεύσματι ἐπερίσσευσεν εἰς τὴν δόξαν αὐτοῦ, τί ἔτι κἀγὼ ὡς ἁμαρτωλὸς κρίνομαι, καὶ μὴ καθὼς βλασφημούμεθα καὶ καθώς φασίν τινες ἡμᾶς λέγειν ὅτι Ποιήσωμεν τὰ κακὰ ἵνα ἔλθῃ τὰ ἀγαθά;
91	66	Paul	P1	καὶ	conjunction	22	19	κρίνομαι,	verb	μὴ	adverb	κρίνομαι,	21	null	0	εἰ ⸀δὲ ἡ ἀλήθεια τοῦ θεοῦ ἐν τῷ ἐμῷ ψεύσματι ἐπερίσσευσεν εἰς τὴν δόξαν αὐτοῦ, τί ἔτι κἀγὼ ὡς ἁμαρτωλὸς κρίνομαι, καὶ μὴ καθὼς βλασφημούμεθα καὶ καθώς φασίν τινες ἡμᾶς λέγειν ὅτι Ποιήσωμεν τὰ κακὰ ἵνα ἔλθῃ τὰ ἀγαθά;
92	66	Paul	P1	καὶ	conjunction	26	15	βλασφημούμεθα	verb	καθώς	conjunction	κρίνομαι,	21	null	0	εἰ ⸀δὲ ἡ ἀλήθεια τοῦ θεοῦ ἐν τῷ ἐμῷ ψεύσματι ἐπερίσσευσεν εἰς τὴν δόξαν αὐτοῦ, τί ἔτι κἀγὼ ὡς ἁμαρτωλὸς κρίνομαι, καὶ μὴ καθὼς βλασφημούμεθα καὶ καθώς φασίν τινες ἡμᾶς λέγειν ὅτι Ποιήσωμεν τὰ κακὰ ἵνα ἔλθῃ τὰ ἀγαθά;
93	66	Paul	P1	οὖν;	conjunction	2	2	Τί	interrogative	καθώς	conjunction	null	0	null	0	Τί οὖν;
94	66	Paul	P1	γὰρ	conjunction	4	40	προῃτιασάμεθα	verb	Ἰουδαίους	adjective	πάντως,	2	εἶναι,	12	οὐ πάντως, προῃτιασάμεθα γὰρ Ἰουδαίους τε καὶ Ἕλληνας πάντας ὑφ’ ἁμαρτίαν εἶναι, καθὼς γέγραπται ὅτι Οὐκ ἔστιν δίκαιος οὐδὲ εἷς, οὐκ ἔστιν ⸀ὁ συνίων, οὐκ ἔστιν ⸁ὁ ἐκζητῶν τὸν θεόν· πάντες ἐξέκλιναν, ἅμα ἠχρεώθησαν· οὐκ ⸀ἔστιν ποιῶν χρηστότητα, οὐκ ἔστιν ἕως ἑνός.
95	66	Paul	P1	καὶ	conjunction	7	37	τε	conjunction	Ἕλληνας	noun	πάντως,	2	εἶναι,	12	οὐ πάντως, προῃτιασάμεθα γὰρ Ἰουδαίους τε καὶ Ἕλληνας πάντας ὑφ’ ἁμαρτίαν εἶναι, καθὼς γέγραπται ὅτι Οὐκ ἔστιν δίκαιος οὐδὲ εἷς, οὐκ ἔστιν ⸀ὁ συνίων, οὐκ ἔστιν ⸁ὁ ἐκζητῶν τὸν θεόν· πάντες ἐξέκλιναν, ἅμα ἠχρεώθησαν· οὐκ ⸀ἔστιν ποιῶν χρηστότητα, οὐκ ἔστιν ἕως ἑνός.
96	66	Paul	P1	καὶ	conjunction	20	22	ἀρᾶς	noun	πικρίας	noun	αὐτῶν,	15	γέμει·	22	τάφος ἀνεῳγμένος ὁ λάρυγξ αὐτῶν, ταῖς γλώσσαις αὐτῶν ἐδολιοῦσαν, ἰὸς ἀσπίδων ὑπὸ τὰ χείλη αὐτῶν, ὧν τὸ στόμα ἀρᾶς καὶ πικρίας γέμει· ὀξεῖς οἱ πόδες αὐτῶν ἐκχέαι αἷμα, σύντριμμα καὶ ταλαιπωρία ἐν ταῖς ὁδοῖς αὐτῶν, καὶ ὁδὸν εἰρήνης οὐκ ἔγνωσαν.
97	66	Paul	P1	καὶ	conjunction	30	12	σύντριμμα	noun	ταλαιπωρία	noun	αἷμα,	28	αὐτῶν,	35	τάφος ἀνεῳγμένος ὁ λάρυγξ αὐτῶν, ταῖς γλώσσαις αὐτῶν ἐδολιοῦσαν, ἰὸς ἀσπίδων ὑπὸ τὰ χείλη αὐτῶν, ὧν τὸ στόμα ἀρᾶς καὶ πικρίας γέμει· ὀξεῖς οἱ πόδες αὐτῶν ἐκχέαι αἷμα, σύντριμμα καὶ ταλαιπωρία ἐν ταῖς ὁδοῖς αὐτῶν, καὶ ὁδὸν εἰρήνης οὐκ ἔγνωσαν.
98	66	Paul	P1	καὶ	conjunction	36	6	αὐτῶν,	personal pronoun	ὁδὸν	noun	αὐτῶν,	35	null	0	τάφος ἀνεῳγμένος ὁ λάρυγξ αὐτῶν, ταῖς γλώσσαις αὐτῶν ἐδολιοῦσαν, ἰὸς ἀσπίδων ὑπὸ τὰ χείλη αὐτῶν, ὧν τὸ στόμα ἀρᾶς καὶ πικρίας γέμει· ὀξεῖς οἱ πόδες αὐτῶν ἐκχέαι αἷμα, σύντριμμα καὶ ταλαιπωρία ἐν ταῖς ὁδοῖς αὐτῶν, καὶ ὁδὸν εἰρήνης οὐκ ἔγνωσαν.
99	66	Paul	P1	δὲ	conjunction	2	39	Οἴδαμεν	verb	ὅτι	conjunction	null	0	λαλεῖ,	12	Οἴδαμεν δὲ ὅτι ὅσα ὁ νόμος λέγει τοῖς ἐν τῷ νόμῳ λαλεῖ, ἵνα πᾶν στόμα φραγῇ καὶ ὑπόδικος γένηται πᾶς ὁ κόσμος τῷ θεῷ· διότι ἐξ ἔργων νόμου οὐ δικαιωθήσεται πᾶσα σὰρξ ἐνώπιον αὐτοῦ, διὰ γὰρ νόμου ἐπίγνωσις ἁμαρτίας.
100	66	Paul	P1	καὶ	conjunction	17	24	φραγῇ	verb	ὑπόδικος	adjective	λαλεῖ,	12	θεῷ·	24	Οἴδαμεν δὲ ὅτι ὅσα ὁ νόμος λέγει τοῖς ἐν τῷ νόμῳ λαλεῖ, ἵνα πᾶν στόμα φραγῇ καὶ ὑπόδικος γένηται πᾶς ὁ κόσμος τῷ θεῷ· διότι ἐξ ἔργων νόμου οὐ δικαιωθήσεται πᾶσα σὰρξ ἐνώπιον αὐτοῦ, διὰ γὰρ νόμου ἐπίγνωσις ἁμαρτίας.
101	66	Paul	P1	γὰρ	conjunction	36	5	διὰ	preposition	νόμου	noun	αὐτοῦ,	34	null	0	Οἴδαμεν δὲ ὅτι ὅσα ὁ νόμος λέγει τοῖς ἐν τῷ νόμῳ λαλεῖ, ἵνα πᾶν στόμα φραγῇ καὶ ὑπόδικος γένηται πᾶς ὁ κόσμος τῷ θεῷ· διότι ἐξ ἔργων νόμου οὐ δικαιωθήσεται πᾶσα σὰρξ ἐνώπιον αὐτοῦ, διὰ γὰρ νόμου ἐπίγνωσις ἁμαρτίας.
102	66	Paul	P1	δὲ	conjunction	2	29	Νυνὶ	adverb	χωρὶς	preposition	null	0	πεφανέρωται,	7	Νυνὶ δὲ χωρὶς νόμου δικαιοσύνη θεοῦ πεφανέρωται, μαρτυρουμένη ὑπὸ τοῦ νόμου καὶ τῶν προφητῶν, δικαιοσύνη δὲ θεοῦ διὰ πίστεως Ἰησοῦ Χριστοῦ, εἰς ⸀πάντας τοὺς πιστεύοντας, οὐ γάρ ἐστιν διαστολή.
103	66	Paul	P1	καὶ	conjunction	12	19	νόμου	noun	τῶν	article	πεφανέρωται,	7	προφητῶν,	14	Νυνὶ δὲ χωρὶς νόμου δικαιοσύνη θεοῦ πεφανέρωται, μαρτυρουμένη ὑπὸ τοῦ νόμου καὶ τῶν προφητῶν, δικαιοσύνη δὲ θεοῦ διὰ πίστεως Ἰησοῦ Χριστοῦ, εἰς ⸀πάντας τοὺς πιστεύοντας, οὐ γάρ ἐστιν διαστολή.
104	66	Paul	P1	δὲ	conjunction	16	15	δικαιοσύνη	noun	θεοῦ	noun	προφητῶν,	14	Χριστοῦ,	21	Νυνὶ δὲ χωρὶς νόμου δικαιοσύνη θεοῦ πεφανέρωται, μαρτυρουμένη ὑπὸ τοῦ νόμου καὶ τῶν προφητῶν, δικαιοσύνη δὲ θεοῦ διὰ πίστεως Ἰησοῦ Χριστοῦ, εἰς ⸀πάντας τοὺς πιστεύοντας, οὐ γάρ ἐστιν διαστολή.
105	66	Paul	P1	γάρ	conjunction	27	4	οὐ	adverb	ἐστιν	verb	πιστεύοντας,	25	null	0	Νυνὶ δὲ χωρὶς νόμου δικαιοσύνη θεοῦ πεφανέρωται, μαρτυρουμένη ὑπὸ τοῦ νόμου καὶ τῶν προφητῶν, δικαιοσύνη δὲ θεοῦ διὰ πίστεως Ἰησοῦ Χριστοῦ, εἰς ⸀πάντας τοὺς πιστεύοντας, οὐ γάρ ἐστιν διαστολή.
106	66	Paul	P1	γὰρ	conjunction	2	69	πάντες	adjective	ἥμαρτον	verb	null	0	θεοῦ,	9	πάντες γὰρ ἥμαρτον καὶ ὑστεροῦνται τῆς δόξης τοῦ θεοῦ, δικαιούμενοι δωρεὰν τῇ αὐτοῦ χάριτι διὰ τῆς ἀπολυτρώσεως τῆς ἐν Χριστῷ Ἰησοῦ· ὃν προέθετο ὁ θεὸς ἱλαστήριον ⸀διὰ πίστεως ἐν τῷ αὐτοῦ αἵματι εἰς ἔνδειξιν τῆς δικαιοσύνης αὐτοῦ διὰ τὴν πάρεσιν τῶν προγεγονότων ἁμαρτημάτων ἐν τῇ ἀνοχῇ τοῦ θεοῦ, πρὸς ⸀τὴν ἔνδειξιν τῆς δικαιοσύνης αὐτοῦ ἐν τῷ νῦν καιρῷ, εἰς τὸ εἶναι αὐτὸν δίκαιον καὶ δικαιοῦντα τὸν ἐκ πίστεως Ἰησοῦ.
107	66	Paul	P1	καὶ	conjunction	4	67	ἥμαρτον	verb	ὑστεροῦνται	verb	null	0	θεοῦ,	9	πάντες γὰρ ἥμαρτον καὶ ὑστεροῦνται τῆς δόξης τοῦ θεοῦ, δικαιούμενοι δωρεὰν τῇ αὐτοῦ χάριτι διὰ τῆς ἀπολυτρώσεως τῆς ἐν Χριστῷ Ἰησοῦ· ὃν προέθετο ὁ θεὸς ἱλαστήριον ⸀διὰ πίστεως ἐν τῷ αὐτοῦ αἵματι εἰς ἔνδειξιν τῆς δικαιοσύνης αὐτοῦ διὰ τὴν πάρεσιν τῶν προγεγονότων ἁμαρτημάτων ἐν τῇ ἀνοχῇ τοῦ θεοῦ, πρὸς ⸀τὴν ἔνδειξιν τῆς δικαιοσύνης αὐτοῦ ἐν τῷ νῦν καιρῷ, εἰς τὸ εἶναι αὐτὸν δίκαιον καὶ δικαιοῦντα τὸν ἐκ πίστεως Ἰησοῦ.
108	66	Paul	P1	καὶ	conjunction	64	7	δίκαιον	adjective	δικαιοῦντα	verb	καιρῷ,	58	null	0	πάντες γὰρ ἥμαρτον καὶ ὑστεροῦνται τῆς δόξης τοῦ θεοῦ, δικαιούμενοι δωρεὰν τῇ αὐτοῦ χάριτι διὰ τῆς ἀπολυτρώσεως τῆς ἐν Χριστῷ Ἰησοῦ· ὃν προέθετο ὁ θεὸς ἱλαστήριον ⸀διὰ πίστεως ἐν τῷ αὐτοῦ αἵματι εἰς ἔνδειξιν τῆς δικαιοσύνης αὐτοῦ διὰ τὴν πάρεσιν τῶν προγεγονότων ἁμαρτημάτων ἐν τῇ ἀνοχῇ τοῦ θεοῦ, πρὸς ⸀τὴν ἔνδειξιν τῆς δικαιοσύνης αὐτοῦ ἐν τῷ νῦν καιρῷ, εἰς τὸ εἶναι αὐτὸν δίκαιον καὶ δικαιοῦντα τὸν ἐκ πίστεως Ἰησοῦ.
109	66	Paul	P1	οὖν	conjunction	2	4	Ποῦ	adverb	ἡ	article	null	0	null	0	Ποῦ οὖν ἡ καύχησις;
110	66	Paul	P1	ἀλλὰ	conjunction	2	5	οὐχί,	adverb	διὰ	preposition	οὐχί,	1	null	0	οὐχί, ἀλλὰ διὰ νόμου πίστεως.
111	66	Paul	P1	⸀γὰρ	conjunction	2	8	λογιζόμεθα	verb	⸂δικαιοῦσθαι	verb	null	0	null	0	λογιζόμεθα ⸀γὰρ ⸂δικαιοῦσθαι πίστει⸃ ἄνθρωπον χωρὶς ἔργων νόμου.
112	66	Paul	P1	καὶ	conjunction	13	6	πίστεως	noun	ἀκροβυστίαν	noun	θεός,	7	null	0	ναὶ καὶ ἐθνῶν, ⸀εἴπερ εἷς ὁ θεός, ὃς δικαιώσει περιτομὴν ἐκ πίστεως καὶ ἀκροβυστίαν διὰ τῆς πίστεως.
113	66	Paul	P1	οὖν	conjunction	2	6	νόμον	noun	καταργοῦμεν	verb	null	0	null	0	νόμον οὖν καταργοῦμεν διὰ τῆς πίστεως;
114	66	Paul	P1	ἀλλὰ	conjunction	3	4	γένοιτο,	verb	νόμον	noun	γένοιτο,	2	null	0	μὴ γένοιτο, ἀλλὰ νόμον ⸀ἱστάνομεν.
115	66	Paul	P1	οὖν	conjunction	2	10	Τί	interrogative	ἐροῦμεν	verb	null	0	null	0	Τί οὖν ἐροῦμεν ⸀εὑρηκέναι Ἀβραὰμ τὸν ⸀προπάτορα ⸀ἡμῶν κατὰ σάρκα;
116	66	Paul	P1	γὰρ	conjunction	2	17	εἰ	conjunction	Ἀβραὰμ	noun	null	0	ἐδικαιώθη,	6	εἰ γὰρ Ἀβραὰμ ἐξ ἔργων ἐδικαιώθη, ἔχει καύχημα· ἀλλ’ οὐ ⸀πρὸς θεόν, τί γὰρ ἡ γραφὴ λέγει;
117	66	Paul	P1	ἀλλ’	conjunction	9	10	καύχημα·	noun	οὐ	adverb	καύχημα·	8	θεόν,	12	εἰ γὰρ Ἀβραὰμ ἐξ ἔργων ἐδικαιώθη, ἔχει καύχημα· ἀλλ’ οὐ ⸀πρὸς θεόν, τί γὰρ ἡ γραφὴ λέγει;
118	66	Paul	P1	γὰρ	conjunction	14	5	τί	interrogative	ἡ	article	θεόν,	12	null	0	εἰ γὰρ Ἀβραὰμ ἐξ ἔργων ἐδικαιώθη, ἔχει καύχημα· ἀλλ’ οὐ ⸀πρὸς θεόν, τί γὰρ ἡ γραφὴ λέγει;
119	66	Paul	P1	δὲ	conjunction	2	10	Ἐπίστευσεν	verb	Ἀβραὰμ	noun	null	0	null	0	Ἐπίστευσεν δὲ Ἀβραὰμ τῷ θεῷ καὶ ἐλογίσθη αὐτῷ εἰς δικαιοσύνην.
120	66	Paul	P1	καὶ	conjunction	6	6	θεῷ	noun	ἐλογίσθη	verb	null	0	null	0	Ἐπίστευσεν δὲ Ἀβραὰμ τῷ θεῷ καὶ ἐλογίσθη αὐτῷ εἰς δικαιοσύνην.
121	66	Paul	P1	δὲ	conjunction	2	62	τῷ	article	ἐργαζομένῳ	verb	null	0	ὀφείλημα·	12	τῷ δὲ ἐργαζομένῳ ὁ μισθὸς οὐ λογίζεται κατὰ χάριν ἀλλὰ κατὰ ὀφείλημα· τῷ δὲ μὴ ἐργαζομένῳ, πιστεύοντι δὲ ἐπὶ τὸν δικαιοῦντα τὸν ἀσεβῆ, λογίζεται ἡ πίστις αὐτοῦ εἰς δικαιοσύνην, καθάπερ καὶ Δαυὶδ λέγει τὸν μακαρισμὸν τοῦ ἀνθρώπου ᾧ ὁ θεὸς λογίζεται δικαιοσύνην χωρὶς ἔργων· Μακάριοι ὧν ἀφέθησαν αἱ ἀνομίαι καὶ ὧν ἐπεκαλύφθησαν αἱ ἁμαρτίαι, μακάριος ἀνὴρ ⸀οὗ οὐ μὴ λογίσηται κύριος ἁμαρτίαν.
122	66	Paul	P1	ἀλλὰ	conjunction	10	54	χάριν	noun	κατὰ	preposition	null	0	ὀφείλημα·	12	τῷ δὲ ἐργαζομένῳ ὁ μισθὸς οὐ λογίζεται κατὰ χάριν ἀλλὰ κατὰ ὀφείλημα· τῷ δὲ μὴ ἐργαζομένῳ, πιστεύοντι δὲ ἐπὶ τὸν δικαιοῦντα τὸν ἀσεβῆ, λογίζεται ἡ πίστις αὐτοῦ εἰς δικαιοσύνην, καθάπερ καὶ Δαυὶδ λέγει τὸν μακαρισμὸν τοῦ ἀνθρώπου ᾧ ὁ θεὸς λογίζεται δικαιοσύνην χωρὶς ἔργων· Μακάριοι ὧν ἀφέθησαν αἱ ἀνομίαι καὶ ὧν ἐπεκαλύφθησαν αἱ ἁμαρτίαι, μακάριος ἀνὴρ ⸀οὗ οὐ μὴ λογίσηται κύριος ἁμαρτίαν.
123	66	Paul	P1	δὲ	conjunction	14	50	τῷ	article	μὴ	adverb	ὀφείλημα·	12	ἐργαζομένῳ,	16	τῷ δὲ ἐργαζομένῳ ὁ μισθὸς οὐ λογίζεται κατὰ χάριν ἀλλὰ κατὰ ὀφείλημα· τῷ δὲ μὴ ἐργαζομένῳ, πιστεύοντι δὲ ἐπὶ τὸν δικαιοῦντα τὸν ἀσεβῆ, λογίζεται ἡ πίστις αὐτοῦ εἰς δικαιοσύνην, καθάπερ καὶ Δαυὶδ λέγει τὸν μακαρισμὸν τοῦ ἀνθρώπου ᾧ ὁ θεὸς λογίζεται δικαιοσύνην χωρὶς ἔργων· Μακάριοι ὧν ἀφέθησαν αἱ ἀνομίαι καὶ ὧν ἐπεκαλύφθησαν αἱ ἁμαρτίαι, μακάριος ἀνὴρ ⸀οὗ οὐ μὴ λογίσηται κύριος ἁμαρτίαν.
124	66	Paul	P1	δὲ	conjunction	18	46	πιστεύοντι	verb	ἐπὶ	preposition	ἐργαζομένῳ,	16	ἀσεβῆ,	23	τῷ δὲ ἐργαζομένῳ ὁ μισθὸς οὐ λογίζεται κατὰ χάριν ἀλλὰ κατὰ ὀφείλημα· τῷ δὲ μὴ ἐργαζομένῳ, πιστεύοντι δὲ ἐπὶ τὸν δικαιοῦντα τὸν ἀσεβῆ, λογίζεται ἡ πίστις αὐτοῦ εἰς δικαιοσύνην, καθάπερ καὶ Δαυὶδ λέγει τὸν μακαρισμὸν τοῦ ἀνθρώπου ᾧ ὁ θεὸς λογίζεται δικαιοσύνην χωρὶς ἔργων· Μακάριοι ὧν ἀφέθησαν αἱ ἀνομίαι καὶ ὧν ἐπεκαλύφθησαν αἱ ἁμαρτίαι, μακάριος ἀνὴρ ⸀οὗ οὐ μὴ λογίσηται κύριος ἁμαρτίαν.
125	66	Paul	P1	καὶ	conjunction	50	14	ἀνομίαι	noun	ὧν	relative pronoun	ἔργων·	44	ἁμαρτίαι,	54	τῷ δὲ ἐργαζομένῳ ὁ μισθὸς οὐ λογίζεται κατὰ χάριν ἀλλὰ κατὰ ὀφείλημα· τῷ δὲ μὴ ἐργαζομένῳ, πιστεύοντι δὲ ἐπὶ τὸν δικαιοῦντα τὸν ἀσεβῆ, λογίζεται ἡ πίστις αὐτοῦ εἰς δικαιοσύνην, καθάπερ καὶ Δαυὶδ λέγει τὸν μακαρισμὸν τοῦ ἀνθρώπου ᾧ ὁ θεὸς λογίζεται δικαιοσύνην χωρὶς ἔργων· Μακάριοι ὧν ἀφέθησαν αἱ ἀνομίαι καὶ ὧν ἐπεκαλύφθησαν αἱ ἁμαρτίαι, μακάριος ἀνὴρ ⸀οὗ οὐ μὴ λογίσηται κύριος ἁμαρτίαν.
126	66	Paul	P1	οὖν	conjunction	3	11	μακαρισμὸς	noun	οὗτος	demonstrative	null	0	null	0	Ὁ μακαρισμὸς οὖν οὗτος ἐπὶ τὴν περιτομὴν ἢ καὶ ἐπὶ τὴν ἀκροβυστίαν;
127	66	Paul	P1	⸀γάρ·	conjunction	2	9	λέγομεν	verb	Ἐλογίσθη	verb	null	0	⸀γάρ·	2	λέγομεν ⸀γάρ· Ἐλογίσθη τῷ Ἀβραὰμ ἡ πίστις εἰς δικαιοσύνην.
128	66	Paul	P1	οὖν	conjunction	2	3	πῶς	adverb	ἐλογίσθη;	verb	null	0	null	0	πῶς οὖν ἐλογίσθη;
129	66	Paul	P1	ἀλλ’	conjunction	4	55	περιτομῇ	noun	ἐν	preposition	null	0	ἀκροβυστίᾳ·	6	οὐκ ἐν περιτομῇ ἀλλ’ ἐν ἀκροβυστίᾳ· καὶ σημεῖον ἔλαβεν περιτομῆς, σφραγῖδα τῆς δικαιοσύνης τῆς πίστεως τῆς ἐν τῇ ἀκροβυστίᾳ, εἰς τὸ εἶναι αὐτὸν πατέρα πάντων τῶν πιστευόντων δι’ ἀκροβυστίας, εἰς τὸ ⸀λογισθῆναι αὐτοῖς τὴν δικαιοσύνην, καὶ πατέρα περιτομῆς τοῖς οὐκ ἐκ περιτομῆς μόνον ἀλλὰ καὶ τοῖς στοιχοῦσιν τοῖς ἴχνεσιν τῆς ⸂ἐν ἀκροβυστίᾳ πίστεως⸃ τοῦ πατρὸς ἡμῶν Ἀβραάμ.
130	66	Paul	P1	καὶ	conjunction	7	52	ἀκροβυστίᾳ·	noun	σημεῖον	noun	ἀκροβυστίᾳ·	6	περιτομῆς,	10	οὐκ ἐν περιτομῇ ἀλλ’ ἐν ἀκροβυστίᾳ· καὶ σημεῖον ἔλαβεν περιτομῆς, σφραγῖδα τῆς δικαιοσύνης τῆς πίστεως τῆς ἐν τῇ ἀκροβυστίᾳ, εἰς τὸ εἶναι αὐτὸν πατέρα πάντων τῶν πιστευόντων δι’ ἀκροβυστίας, εἰς τὸ ⸀λογισθῆναι αὐτοῖς τὴν δικαιοσύνην, καὶ πατέρα περιτομῆς τοῖς οὐκ ἐκ περιτομῆς μόνον ἀλλὰ καὶ τοῖς στοιχοῦσιν τοῖς ἴχνεσιν τῆς ⸂ἐν ἀκροβυστίᾳ πίστεως⸃ τοῦ πατρὸς ἡμῶν Ἀβραάμ.
131	66	Paul	P1	καὶ	conjunction	36	23	δικαιοσύνην,	noun	πατέρα	noun	δικαιοσύνην,	35	null	0	οὐκ ἐν περιτομῇ ἀλλ’ ἐν ἀκροβυστίᾳ· καὶ σημεῖον ἔλαβεν περιτομῆς, σφραγῖδα τῆς δικαιοσύνης τῆς πίστεως τῆς ἐν τῇ ἀκροβυστίᾳ, εἰς τὸ εἶναι αὐτὸν πατέρα πάντων τῶν πιστευόντων δι’ ἀκροβυστίας, εἰς τὸ ⸀λογισθῆναι αὐτοῖς τὴν δικαιοσύνην, καὶ πατέρα περιτομῆς τοῖς οὐκ ἐκ περιτομῆς μόνον ἀλλὰ καὶ τοῖς στοιχοῦσιν τοῖς ἴχνεσιν τῆς ⸂ἐν ἀκροβυστίᾳ πίστεως⸃ τοῦ πατρὸς ἡμῶν Ἀβραάμ.
